Epoch, Accuracy, Loss
1,82.12962962962963,0.8781693577766418
2,83.5712962962963,0.8671807646751404
3,84.32037037037037,0.863634467124939
4,84.89537037037037,0.862575888633728
5,85.27407407407406,0.8610774874687195
6,85.60925925925926,0.8604867458343506
7,85.87962962962963,0.858791708946228
8,86.07777777777777,0.856702446937561
9,86.29074074074073,0.8539785146713257
10,86.49814814814815,0.8510360717773438
11,86.6175925925926,0.8502403497695923
12,86.74722222222222,0.8489231467247009
13,86.84074074074074,0.8460749387741089
14,86.94814814814815,0.8436895608901978
15,87.07407407407408,0.8419055938720703
16,87.1537037037037,0.8366838693618774
17,87.25185185185185,0.835713267326355
18,87.325,0.8337094783782959
19,87.38425925925925,0.8299689292907715
20,87.48611111111111,0.826990008354187
21,87.53796296296295,0.8270498514175415
22,87.59351851851852,0.8251405358314514
23,87.67685185185185,0.8231443166732788
24,87.69907407407406,0.8192749619483948
25,87.75185185185185,0.8185405731201172
26,87.77407407407406,0.8186615705490112
27,87.81296296296296,0.8158864974975586
28,87.86111111111111,0.8138904571533203
29,87.9074074074074,0.8139429092407227
30,87.94444444444444,0.8138717412948608
31,87.98703703703704,0.8110931515693665
32,88.0037037037037,0.8090487718582153
33,88.0537037037037,0.8085418343544006
34,88.07037037037037,0.8058605790138245
35,88.10185185185185,0.8065232038497925
36,88.13333333333333,0.8062313795089722
37,88.19166666666666,0.8060790300369263
38,88.21018518518518,0.8051369190216064
39,88.25277777777778,0.8048092126846313
40,88.26388888888889,0.8037919998168945
41,88.28518518518518,0.8040004372596741
42,88.30555555555556,0.8023812770843506
43,88.33796296296296,0.8046659827232361
44,88.34074074074074,0.8027638792991638
45,88.3851851851852,0.8031168580055237
46,88.38981481481481,0.8019999861717224
47,88.41388888888889,0.8023349642753601
48,88.44074074074074,0.8016553521156311
49,88.46018518518518,0.8018391132354736
50,88.47500000000001,0.8012194037437439
51,88.50462962962963,0.8016147017478943
52,88.51851851851852,0.8011752367019653
53,88.53518518518518,0.801297128200531
54,88.54351851851851,0.8006007671356201
55,88.56018518518518,0.8002514839172363
56,88.56481481481482,0.801170825958252
57,88.5787037037037,0.7997952699661255
58,88.58981481481482,0.8004271388053894
59,88.60555555555555,0.7990575432777405
60,88.61296296296295,0.7990363240242004
61,88.625,0.7992029190063477
62,88.62777777777777,0.7995490431785583
63,88.64259259259259,0.7983468770980835
64,88.65462962962964,0.7987265586853027
65,88.66944444444445,0.8006374835968018
66,88.67592592592592,0.8003113269805908
67,88.68425925925926,0.7992530465126038
68,88.67777777777778,0.7989022731781006
69,88.68333333333334,0.7981852889060974
70,88.71018518518518,0.7994911670684814
71,88.71111111111111,0.7988801002502441
72,88.71574074074074,0.7984791994094849
73,88.725,0.7991687059402466
74,88.72314814814814,0.7991385459899902
75,88.7425925925926,0.7982551455497742
76,88.74444444444445,0.7984238266944885
77,88.74907407407407,0.7983905673027039
78,88.75,0.7989197373390198
79,88.75092592592593,0.7989919781684875
80,88.76203703703703,0.798553466796875
81,88.76851851851852,0.7991482615470886
82,88.76666666666667,0.7994771599769592
83,88.77037037037037,0.79986172914505
84,88.775,0.7994685173034668
85,88.76944444444445,0.7996098399162292
86,88.77407407407406,0.7997567653656006
87,88.7787037037037,0.7996112108230591
88,88.78055555555555,0.7998043298721313
89,88.78703703703704,0.7997362613677979
90,88.78425925925926,0.7997238636016846
91,88.78518518518518,0.7996376752853394
92,88.78611111111111,0.7997922897338867
93,88.78703703703704,0.7997316718101501
94,88.78796296296296,0.7997398376464844
95,88.78888888888888,0.79970782995224
96,88.78888888888888,0.7997171878814697
97,88.78888888888888,0.7997019290924072
98,88.78981481481482,0.7996850609779358
99,88.78981481481482,0.7996850609779358
100,88.78981481481482,0.799683690071106
