Epoch, Accuracy, Loss
1,25.04444444444444,1.3863273864322239
2,25.04722222222222,1.3863085753122966
3,24.977777777777778,1.3863184160656399
4,26.8,1.3793735391475537
5,32.923148148148144,1.3555706301441899
6,34.47592592592593,1.3499019091924032
7,38.281481481481485,1.3124653706727205
8,55.77129629629629,1.175829322249801
9,62.34537037037037,1.1155409060407568
10,65.59537037037036,1.0838500709533692
11,65.52407407407406,1.0840660538673401
12,70.10277777777777,1.039357771537922
13,72.16574074074073,1.02049465002837
14,71.3638888888889,1.0280130414609556
15,70.07314814814815,1.0397400901935718
16,74.11018518518519,1.000839931205467
17,74.58425925925926,0.9962764907236452
18,74.14351851851852,1.001035478538937
19,74.54444444444445,0.9968396174642775
20,75.79074074074073,0.984863602037783
21,76.66481481481482,0.9759989899882564
22,76.45277777777778,0.977934601130309
23,77.52314814814815,0.9673045430536623
24,70.1962962962963,1.040785403251648
25,72.4675925925926,1.0185715608066983
26,79.00092592592593,0.952775846251735
27,71.92037037037036,1.023415822647236
28,79.57592592592593,0.9466113590311122
29,79.89722222222223,0.9435826377162226
30,80.36203703703704,0.9389295738361499
31,80.00648148148149,0.9428923879905984
32,76.25555555555556,0.9805674919375666
33,67.81296296296297,1.0648505477198849
34,80.74074074074073,0.935274088382721
35,81.56203703703704,0.9273419805456091
36,81.6324074074074,0.9264497558275858
37,81.72222222222221,0.9257757783642522
38,81.37592592592593,0.929096769951008
39,82.2537037037037,0.92035156027476
40,81.57685185185186,0.9268162843209726
41,81.86666666666666,0.9242549085793672
42,82.25092592592593,0.9202228026213469
43,82.88796296296296,0.9140676917853179
44,81.96388888888889,0.922568307488053
45,82.0537037037037,0.92222736842544
46,83.3,0.909551576702683
47,83.13981481481481,0.9113720506562127
48,83.32962962962964,0.9093417528646963
49,82.90648148148148,0.9134298230277167
50,83.52777777777777,0.9075846211115519
51,83.08981481481482,0.9112070136423465
52,84.10555555555555,0.9013615767161052
53,84.35000000000001,0.8994887548729226
54,84.02685185185184,0.9023770662766916
55,84.73796296296297,0.8950621285615143
56,84.37777777777778,0.8987738258573744
57,85.21111111111111,0.8905193478266398
58,85.29166666666667,0.8899987875973737
59,85.06759259259259,0.892006511511626
60,85.43981481481482,0.888561881630509
61,85.56296296296296,0.8871769773165384
62,85.42777777777778,0.8885415797233581
63,85.37962962962963,0.8886987709999085
64,85.21111111111111,0.8902163377691198
65,85.98425925925926,0.8827206271842674
66,86.0712962962963,0.8818968831874706
67,85.65,0.8861218713831018
68,85.65648148148148,0.885892052438524
69,86.31759259259259,0.8797145765799064
70,86.21666666666667,0.8808220827137982
71,84.43796296296297,0.8983044386439853
72,85.6962962962963,0.8856022566336172
73,86.42314814814814,0.8785250458187527
74,86.85,0.8744780646430121
75,87.12777777777778,0.8717275476279082
76,87.225,0.8705151066250272
77,86.56666666666666,0.8769966552345841
78,87.09907407407407,0.87165184490769
79,84.78796296296296,0.8939749004929154
80,86.8,0.8745692666548269
81,87.47592592592592,0.868116340831474
82,87.50925925925925,0.8677986716870908
83,87.47592592592592,0.8678427758570071
84,87.71203703703704,0.8655979552092375
85,87.79629629629629,0.8648267550821658
86,87.71759259259258,0.8657052878273858
87,87.89166666666667,0.8639627420990555
88,88.0212962962963,0.8625696178012424
89,88.19537037037037,0.8608253066274855
90,88.23333333333333,0.8605714811748928
91,88.30833333333334,0.8600375329476816
92,88.36111111111111,0.8592782811412105
93,88.4712962962963,0.8582669685328448
94,88.5425925925926,0.8576652132670085
95,88.62685185185185,0.8566348630940472
96,88.67592592592592,0.8562057141021446
97,88.69166666666666,0.8562434705804896
98,88.77777777777777,0.855425166077084
99,88.80462962962963,0.855166226528309
100,88.84351851851852,0.8546399361292522
